,edad,fnlwgt,educacion_num,estado_civil,relacion,raza,genero,ganancia-capital,perdida-capital,horas_semana,pais,tipo_empleo,salario
44463,27,30237,9,0,5,4,0,0,0,45,1,1,1
44464,22,264765,10,1,3,4,1,0,0,10,1,1,1
44465,29,148069,11,1,1,4,0,0,0,40,1,1,1
44466,34,41493,13,1,3,4,0,0,0,40,1,3,1
44467,51,168539,9,0,0,4,1,0,0,84,1,2,1
44468,54,108233,12,1,1,2,0,0,0,20,1,3,1
44469,25,66692,13,1,1,4,0,0,0,40,1,0,1
44470,35,122747,13,0,0,4,1,0,0,50,1,1,0
44471,36,176289,16,1,1,4,0,0,0,40,1,2,1
44472,57,238017,9,1,1,2,0,0,0,54,1,1,1
44473,28,41099,10,0,0,4,1,0,0,40,1,1,1
44474,34,190151,10,1,1,4,0,0,0,42,1,1,1
44475,58,109159,9,1,4,4,0,0,0,38,1,1,1
44476,37,176949,14,0,0,4,1,1,0,55,1,0,0
44477,61,293899,13,0,0,4,1,0,0,50,1,1,0
44478,48,168262,13,0,0,4,1,0,0,25,1,1,0
44479,64,208862,7,0,0,4,1,0,0,15,1,1,1
44480,50,69477,6,0,0,4,1,0,0,45,1,1,1
44481,34,443546,9,1,3,4,1,0,0,40,0,1,1
44482,21,202989,10,1,3,4,1,0,0,80,1,3,1
44483,59,49996,9,1,1,2,0,0,0,20,1,2,1
44484,75,220618,10,1,1,4,0,0,0,10,1,0,1
44485,30,127875,13,0,5,4,0,0,0,40,1,1,1
44486,26,217517,11,0,0,4,1,1,0,40,1,1,1
44487,20,162151,9,1,3,2,0,0,0,20,1,1,1
44488,53,314871,10,1,1,2,0,0,0,40,1,0,1
44489,48,193960,14,0,0,4,1,1,0,50,1,0,0
44490,33,198103,9,1,3,4,1,0,0,40,1,1,1
44491,47,106466,10,1,4,4,1,0,0,40,1,0,1
44492,51,122109,13,1,4,4,0,0,0,50,1,1,1
44493,54,254152,9,0,0,4,1,0,0,40,1,1,1
44494,51,249449,13,0,0,4,1,0,0,55,1,1,0
44495,47,184169,13,1,1,4,0,0,0,35,1,1,1
44496,34,156192,10,0,0,4,1,0,0,45,1,2,0
44497,31,175509,9,1,1,4,1,0,0,60,1,2,1
44498,42,297266,10,0,0,4,1,0,0,90,1,1,0
44499,24,188073,10,1,3,2,0,0,0,40,1,1,1
44500,18,221312,10,1,2,4,1,0,0,40,1,3,1
44501,79,121552,4,1,4,2,1,0,0,5,1,1,1
44502,38,177134,9,0,5,2,0,0,0,40,1,1,1
44503,67,127921,9,0,0,4,1,1,0,40,1,1,0
44504,25,210794,10,1,3,4,0,0,0,40,1,1,1
44505,47,149366,13,0,0,4,1,0,0,40,0,1,1
44506,25,214303,9,0,5,4,0,0,0,20,0,1,1
44507,24,205940,5,1,3,4,0,0,0,30,1,3,1
44508,24,43535,10,0,5,4,0,0,0,30,1,3,1
44509,47,158924,13,0,5,4,0,0,0,40,1,1,0
44510,46,270437,9,1,4,4,0,0,0,40,1,1,1
44511,26,266505,9,0,0,4,1,1,0,38,1,1,1
44512,32,37070,9,1,1,4,1,0,0,40,0,1,1
44513,26,56419,15,1,1,1,0,0,0,20,0,0,1
44514,52,389270,11,1,1,4,0,0,0,36,1,1,1
44515,61,205266,9,0,0,4,1,0,0,40,1,1,1
44516,46,104575,11,1,1,4,0,0,0,40,1,0,1
44517,41,99220,10,0,0,4,1,0,0,40,1,2,1
44518,48,178313,9,0,0,4,1,0,0,60,1,1,1
44519,41,103614,13,0,0,4,1,0,0,45,1,0,0
44520,47,114882,11,0,0,4,1,0,0,40,1,1,1
44521,33,186977,9,0,0,4,1,0,0,40,0,1,1
44522,22,208893,10,1,1,4,1,0,0,10,1,1,1
44523,57,84231,14,0,0,4,1,0,1,50,1,2,0
44524,20,129240,10,1,3,4,0,0,0,30,1,1,1
44525,64,113061,9,0,0,4,1,0,0,40,1,1,1
44526,36,243409,13,0,0,4,1,0,0,45,1,1,1
44527,18,28132,8,1,3,4,0,0,0,40,1,3,1
44528,40,77975,9,0,0,4,1,0,0,40,1,1,1
44529,28,241580,9,1,4,4,0,0,0,55,1,3,1
44530,40,165599,9,0,0,4,1,1,0,40,1,1,1
44531,31,85374,9,1,1,4,1,0,0,42,1,1,1
44532,32,45604,13,0,0,4,1,0,0,70,1,2,1
44533,42,109501,3,1,4,4,0,0,0,40,1,1,1
44534,22,289405,10,1,3,4,1,0,0,40,1,3,1
44535,25,75759,10,1,1,4,1,1,0,40,1,1,1
44536,27,144808,10,1,3,2,0,0,0,40,1,1,1
44537,21,231511,10,1,3,4,0,0,0,20,1,3,1
44538,47,155890,13,0,0,4,1,1,0,40,1,1,0
44539,56,108496,9,0,0,4,1,0,0,40,1,2,1
44540,31,101562,10,1,3,4,0,0,0,35,1,1,1
44541,29,116372,13,1,1,4,0,0,0,50,1,1,0
44542,17,58037,6,1,3,4,1,0,0,40,1,1,1
44543,38,339025,9,0,0,1,1,0,1,40,0,1,1
44544,31,117659,7,0,0,4,1,0,0,40,1,1,0
44545,23,372898,9,0,5,4,0,0,0,40,1,1,1
44546,24,199426,13,1,3,4,0,0,0,30,1,1,1
44547,25,36023,9,1,1,4,1,0,0,55,1,1,1
44548,64,186535,13,0,0,4,1,1,0,3,1,3,1
44549,44,57600,10,0,5,4,0,0,0,38,1,1,1
44550,48,369522,10,1,1,4,0,0,0,60,1,1,1
44551,35,28572,7,1,1,4,1,0,0,40,1,1,1
44552,35,215323,13,0,0,4,1,0,0,40,1,1,1
44553,38,81846,14,0,0,1,1,0,0,40,0,1,1
44554,68,535762,10,0,0,4,1,0,1,10,1,1,1
44555,59,239405,9,1,4,2,0,0,0,35,0,1,1
44556,43,43998,13,1,4,4,0,0,0,50,1,0,1
44557,28,408417,10,1,3,2,1,0,0,40,1,1,1
44558,50,43705,13,1,1,4,1,0,0,50,1,2,1
44559,45,176841,9,1,1,4,0,0,0,40,0,1,1
44560,17,120676,7,1,3,4,0,0,0,16,1,1,1
44561,44,207685,14,1,1,4,1,1,0,33,1,0,0
44562,26,157708,10,1,1,4,0,0,0,40,1,1,1
44563,27,126349,10,1,1,4,1,0,0,49,1,1,1
44564,40,277647,10,0,0,4,1,0,0,35,1,1,0
44565,45,174426,14,0,0,4,1,0,0,43,1,1,1
44566,43,37869,13,0,0,4,1,0,1,40,1,2,0
44567,28,150025,10,1,1,4,1,0,0,40,0,1,1
44568,54,155496,10,1,4,4,0,1,0,40,1,2,1
44569,43,174748,13,1,4,2,0,1,0,45,1,1,0
44570,40,140915,13,0,0,3,1,0,0,40,0,2,0
44571,19,187161,10,1,3,4,0,0,0,18,1,1,1
44572,24,181820,10,1,1,4,1,0,0,45,1,1,1
44573,20,438321,9,1,1,4,1,0,0,50,1,1,1
44574,55,342121,9,1,1,4,1,0,0,54,1,1,1
44575,39,135162,8,0,0,4,1,0,0,45,1,1,1
44576,22,289448,12,1,3,1,0,0,1,30,0,1,1
44577,44,157237,11,0,0,4,1,1,0,50,1,2,0
44578,30,184542,10,1,1,4,0,0,0,40,1,1,1
44579,74,70234,9,1,4,4,0,0,0,26,1,1,1
44580,30,170412,10,1,1,4,1,0,0,40,1,1,1
44581,31,171184,10,1,1,4,0,0,0,40,0,1,1
44582,56,141076,9,1,1,2,0,1,0,40,1,3,1
44583,59,168145,9,1,1,4,0,0,0,40,1,1,1
44584,24,172594,13,1,3,4,0,0,0,40,1,1,1
44585,21,133582,3,1,1,4,1,1,0,36,0,1,1
44586,51,214840,10,0,0,4,1,0,0,48,1,1,0
44587,20,301408,10,1,3,4,0,0,1,30,1,3,1
44588,33,97723,9,0,0,4,1,0,1,40,1,1,1
44589,51,318351,12,0,5,4,0,0,0,30,0,2,0
44590,20,69911,10,1,3,4,0,0,0,15,1,1,1
44591,59,200316,9,0,0,4,1,0,0,40,1,1,1
44592,31,265426,13,1,3,4,0,0,0,30,1,0,1
44593,39,66687,10,1,4,4,1,0,0,45,1,1,1
44594,31,107417,10,1,1,4,1,0,0,40,1,1,1
44595,46,140782,9,1,3,4,0,0,0,36,1,3,1
44596,23,212210,10,1,3,4,0,0,0,15,1,3,1
44597,57,144012,13,0,0,4,1,0,0,40,1,1,0
44598,67,40021,16,0,0,4,1,0,0,40,1,3,1
44599,35,228493,2,0,0,4,1,1,0,65,0,2,1
44600,40,114714,16,0,0,1,1,0,0,40,0,0,0
44601,17,188758,7,1,3,4,1,0,0,20,1,1,1
44602,34,176862,13,1,1,4,1,0,0,40,1,1,1
44603,33,107793,9,0,0,4,1,0,0,50,1,0,0
44604,47,333052,13,1,1,4,0,0,0,5,1,2,1
44605,49,175958,13,0,0,4,1,0,0,46,1,1,0
44606,24,125012,13,1,3,2,0,0,0,20,1,1,1
44607,28,135296,10,1,1,4,0,0,0,40,1,1,1
44608,30,31171,10,1,1,4,1,0,1,40,1,0,1
44609,31,103860,6,1,1,4,1,0,0,45,1,1,1
44610,40,90582,9,0,0,4,1,0,0,40,1,1,1
44611,46,216292,9,0,0,4,1,0,0,45,1,1,1
44612,54,188588,3,1,1,4,1,0,1,35,1,0,1
44613,27,173178,10,1,1,2,1,0,0,36,1,3,1
44614,50,193720,13,0,0,4,1,0,1,48,1,2,1
44615,35,218542,5,0,5,4,0,0,0,40,1,1,1
44616,44,138845,9,0,0,4,1,0,0,45,1,1,1
44617,46,86837,10,1,1,1,1,0,0,50,0,0,1
44618,22,125010,13,1,3,4,0,0,0,20,1,0,1
44619,38,50149,10,1,1,4,0,0,0,30,1,1,1
44620,46,241350,10,1,1,4,1,1,0,50,1,1,0
44621,81,39895,4,1,1,4,0,0,0,2,1,1,1
44622,36,258289,9,1,3,4,1,0,0,35,1,2,1
44623,28,183151,9,0,0,4,1,0,0,40,1,2,0
44624,58,228614,4,0,0,2,1,0,0,35,1,3,1
44625,51,192236,10,0,0,4,1,1,0,48,1,1,1
44626,37,161664,10,0,5,4,0,0,0,60,1,3,1
44627,45,105381,10,1,1,4,0,0,0,40,1,1,1
44628,40,235786,9,1,1,4,1,0,0,40,1,1,1
44629,44,118947,14,0,0,4,1,0,0,44,1,1,0
44630,35,168817,9,1,3,4,1,0,0,40,1,1,1
44631,34,24361,13,1,1,4,0,0,0,40,1,1,1
44632,25,321223,10,1,1,4,0,0,0,20,1,1,1
44633,66,146810,9,0,0,4,1,0,0,24,1,1,1
44634,30,94041,13,1,1,4,1,1,0,35,1,0,1
44635,40,814850,5,1,1,0,0,0,0,20,1,2,1
44636,43,331649,13,0,0,4,1,0,0,45,1,1,1
44637,43,209894,10,1,4,4,0,0,0,38,1,1,1
44638,44,229954,12,1,4,4,0,0,0,40,1,1,1
44639,48,287547,10,1,4,4,0,0,0,40,1,1,1
44640,42,184018,14,0,0,4,1,0,0,45,1,1,0
44641,25,332409,11,0,0,4,1,0,0,40,1,1,0
44642,33,113364,9,0,0,4,1,0,0,40,1,0,1
44643,28,134813,13,1,1,4,1,0,0,65,1,0,0
44644,24,273049,13,1,1,4,1,0,0,42,1,1,1
44645,29,334277,13,1,1,4,1,0,0,45,1,1,1
44646,51,196395,9,0,0,2,1,0,0,60,1,0,0
44647,47,138069,10,0,0,4,1,0,0,40,1,1,1
44648,45,358259,10,1,1,4,1,0,0,50,1,1,1
44649,36,362067,11,1,4,2,0,0,0,40,1,1,1
44650,54,209947,7,0,0,4,1,0,0,42,1,1,1
44651,23,122244,10,1,3,4,0,0,0,40,1,1,1
44652,36,116546,9,0,0,4,1,0,0,40,1,1,1
44653,44,213934,9,0,0,4,1,1,0,42,1,1,1
44654,27,24988,11,1,1,4,0,0,1,72,1,0,0
44655,53,157229,12,0,5,1,0,0,0,40,0,1,1
44656,30,162442,10,1,3,4,0,0,0,40,1,1,1
44657,67,231604,9,1,1,4,1,0,0,40,1,0,0
44658,24,187031,14,1,4,2,0,0,0,38,1,1,1
44659,33,172714,11,0,0,4,1,0,0,40,1,1,1
44660,29,198286,13,1,1,4,0,0,0,40,1,2,1
44661,51,220001,13,1,4,4,0,0,0,40,1,2,1
44662,44,262656,9,1,4,2,1,0,0,32,1,1,1
44663,27,203776,7,0,0,4,1,0,0,40,1,1,1
44664,36,193815,10,0,0,4,1,0,0,50,1,1,0
44665,57,173242,13,1,1,4,0,0,0,35,1,0,1
44666,43,108126,9,1,4,4,0,0,1,24,1,1,1
44667,62,199021,9,1,1,4,1,0,0,54,1,1,1
44668,53,92968,12,1,4,4,0,0,0,40,1,1,1
44669,44,173682,9,1,1,4,1,0,0,40,1,1,1
44670,44,277533,10,0,0,4,1,0,0,40,1,0,0
44671,22,90896,10,1,3,4,0,0,0,40,1,1,1
44672,57,212600,13,0,0,4,1,0,1,40,1,2,0
44673,52,261671,9,0,0,1,1,0,0,40,0,1,1
44674,66,86321,9,1,1,4,1,0,0,22,1,1,1
44675,37,119992,9,0,0,4,1,0,0,99,1,2,1
44676,33,427812,5,0,0,4,1,0,0,40,0,1,1
44677,34,55849,9,0,0,4,1,1,0,50,1,1,0
44678,23,271354,9,0,0,4,1,0,1,50,1,1,0
44679,36,131239,9,1,2,4,1,0,0,40,1,1,1
44680,50,139157,14,1,1,4,1,0,0,60,1,0,0
44681,39,305541,9,1,4,4,0,0,0,55,1,0,1
44682,50,151159,11,0,0,4,1,0,0,55,1,1,1
44683,23,84726,12,0,5,4,0,0,0,45,0,1,1
44684,47,175530,3,1,3,4,0,0,0,56,0,3,1
44685,39,364782,10,0,0,4,1,0,0,40,1,0,0
44686,43,137304,13,0,5,2,0,0,0,40,1,1,0
44687,23,197613,13,1,1,4,0,0,0,40,1,1,1
44688,44,171615,15,0,0,4,1,0,0,55,1,2,0
44689,57,105824,7,0,0,4,1,0,0,99,1,2,1
44690,47,250745,9,1,3,4,0,0,0,32,1,0,1
44691,28,352451,4,1,4,2,0,0,0,40,1,1,1
44692,17,123947,7,1,3,4,1,0,0,15,1,1,1
44693,43,178983,14,1,4,4,0,1,0,50,1,1,1
44694,47,101299,13,0,0,4,1,0,0,50,1,1,0
44695,53,124993,6,0,0,4,1,0,0,60,1,2,1
44696,26,178478,10,1,3,4,0,0,0,40,1,1,1
44697,46,67001,16,0,0,4,1,0,0,40,1,1,0
44698,20,97295,10,1,1,4,0,0,0,25,1,1,1
44699,48,169515,13,1,1,2,0,0,0,43,1,0,0
44700,49,121253,9,1,1,4,0,0,1,40,1,1,0
44701,52,35546,9,0,0,4,1,0,0,40,1,0,1
44702,35,111635,9,0,0,4,1,0,0,40,1,1,1
44703,51,207419,9,1,1,4,1,0,0,60,1,1,1
44704,31,143083,14,0,5,4,0,0,0,40,1,1,0
44705,42,248094,9,0,0,4,1,0,0,50,1,2,1
44706,41,170685,10,1,4,4,1,0,0,46,1,1,1
44707,46,116143,13,0,0,4,1,0,0,40,1,1,1
44708,25,223426,11,1,1,4,1,0,0,65,0,1,0
44709,23,370548,9,0,0,4,1,0,0,27,1,1,1
44710,43,245525,13,0,0,4,1,0,0,38,1,1,1
44711,41,408229,10,1,1,4,1,0,0,15,1,1,1
44712,29,181434,13,0,0,4,1,1,0,40,1,0,0
44713,27,213225,13,0,5,4,0,1,0,45,0,1,0
44714,24,199915,13,1,3,4,0,0,0,35,1,1,1
44715,44,143104,10,0,5,4,0,0,0,38,1,0,0
44716,31,874728,9,1,2,2,1,0,0,40,1,1,1
44717,43,27661,10,1,1,4,1,0,0,40,1,1,1
44718,41,216116,9,1,4,2,0,0,0,40,1,0,0
44719,43,193882,10,0,0,4,1,0,0,50,1,1,1
44720,50,98180,10,0,0,4,1,1,0,45,1,2,0
44721,70,92353,7,0,0,4,1,0,0,40,1,2,1
44722,78,184762,9,0,0,4,1,1,0,50,1,2,1
44723,21,148294,10,1,3,4,1,0,0,40,1,3,1
44724,26,128777,10,1,2,2,0,0,0,40,1,1,1
44725,73,108098,9,1,1,4,0,0,0,32,1,1,1
44726,47,233511,9,1,1,4,1,0,0,40,1,1,1
44727,39,223792,9,0,0,4,1,0,0,40,1,1,0
44728,61,43904,9,1,1,2,1,0,0,40,1,1,1
44729,45,239864,9,1,3,4,1,0,0,40,1,1,1
44730,47,159075,9,1,1,4,1,0,0,40,1,1,1
44731,38,103474,13,1,3,4,0,0,0,20,1,2,1
44732,21,90896,9,1,3,4,0,0,0,40,1,1,1
44733,46,145290,11,0,0,4,1,0,0,40,1,1,0
44734,23,155818,13,1,3,4,0,0,0,40,1,1,1
44735,28,35864,10,0,0,3,1,0,0,70,0,2,0
44736,18,394954,10,1,1,4,0,0,0,40,1,1,1
44737,50,34637,5,0,0,4,1,0,1,40,1,0,1
44738,34,38223,11,0,0,4,1,0,0,40,1,1,1
44739,30,352105,13,1,1,2,0,0,0,40,1,1,1
44740,53,291096,2,1,1,4,1,0,0,40,1,1,1
44741,63,144391,13,0,0,4,1,0,0,20,1,2,1
44742,62,44013,9,0,0,4,1,0,0,40,1,1,1
44743,28,134890,9,1,3,4,1,0,0,40,1,1,1
44744,39,497525,6,1,1,2,1,0,0,40,1,2,1
44745,28,195520,10,1,3,4,1,0,0,20,1,1,1
44746,44,35166,10,0,0,4,1,0,0,75,1,2,1
44747,26,180514,13,1,1,2,1,0,0,40,1,1,1
44748,32,262153,7,1,3,4,1,0,0,40,1,1,1
44749,39,91039,14,0,0,4,1,0,0,45,1,0,1
44750,70,30140,5,1,4,4,1,0,0,40,1,3,1
44751,27,125791,13,1,2,4,0,0,0,15,1,1,1
44752,31,337505,15,0,0,1,1,0,0,40,0,1,1
44753,61,258775,9,0,0,4,1,1,0,40,1,1,0
44754,32,153152,6,0,0,4,1,0,1,38,1,1,1
44755,21,120998,10,1,3,4,1,0,0,40,1,3,1
44756,24,434102,7,1,1,4,0,0,0,3,1,2,1
44757,39,342768,10,0,0,4,1,0,0,40,1,1,0
44758,29,160786,10,0,0,4,1,0,0,46,1,1,1
44759,52,279440,9,0,0,4,1,1,0,40,1,1,0
44760,26,67240,9,1,1,4,1,0,0,35,1,2,1
44761,30,196963,12,1,3,4,0,0,0,15,1,1,1
44762,70,115239,9,0,0,4,1,0,0,30,1,1,1
44763,29,133937,9,1,3,4,1,0,0,30,1,1,1
44764,32,31714,10,1,2,4,0,1,0,40,1,1,1
44765,32,347623,9,0,0,4,1,0,0,40,1,1,1
44766,58,174848,8,0,0,4,1,0,0,40,1,1,1
44767,75,106873,7,1,1,4,1,0,0,40,1,2,1
44768,37,49687,13,1,1,4,1,0,1,40,1,1,1
44769,39,256294,9,0,0,2,1,0,0,40,1,1,1
44770,66,33155,9,0,0,4,1,0,0,45,1,0,0
44771,46,131939,9,1,1,4,1,0,0,40,1,1,1
44772,49,95256,13,0,0,4,1,0,0,42,1,0,0
44773,32,198901,6,0,0,4,1,0,0,40,1,1,1
44774,20,177287,9,1,3,4,0,0,0,40,1,1,1
44775,44,144925,10,1,1,4,1,1,0,40,1,1,1
44776,42,188243,13,1,1,4,0,0,0,50,1,1,0
44777,34,198068,9,0,0,4,1,0,0,40,1,2,1
44778,37,116960,9,0,0,4,1,0,0,40,1,1,0
44779,22,172496,10,1,1,4,1,0,0,40,0,1,1
44780,21,399449,10,1,3,4,0,0,0,20,1,3,1
44781,33,251990,9,1,1,3,1,0,0,37,1,1,1
44782,54,28683,9,0,0,4,1,1,0,41,1,0,0
44783,36,109133,13,0,0,4,1,0,0,50,1,1,0
44784,36,24504,9,1,4,4,0,0,0,40,1,1,1
44785,44,201495,12,0,0,4,1,0,1,50,1,1,0
44786,49,187634,13,1,1,4,0,0,0,50,1,1,0
44787,40,77391,9,0,0,4,1,0,0,40,1,1,1
44788,49,36601,9,0,0,4,1,0,0,40,0,2,0
44789,31,197193,9,1,1,4,1,0,0,27,1,2,1
44790,81,184762,10,0,0,4,1,0,0,25,0,2,1
44791,40,200671,9,1,3,2,1,0,0,40,1,1,1
44792,47,186539,10,0,0,4,1,0,0,10,1,1,1
44793,39,199816,9,0,0,4,1,0,0,50,1,1,0
44794,42,171351,9,0,0,4,1,0,0,40,1,1,1
44795,29,119793,4,0,0,4,1,0,0,40,0,1,0
44796,40,38876,9,0,0,4,1,0,0,48,1,0,1
44797,28,145242,13,0,5,4,0,1,0,20,1,1,0
44798,19,292774,9,1,3,4,1,0,0,40,1,3,1
44799,32,217251,11,1,1,4,0,0,0,43,1,0,1
44800,35,195253,10,0,0,4,1,0,0,60,1,1,1
44801,35,139854,12,0,0,4,1,0,0,15,1,3,1
44802,52,145072,14,1,1,4,0,0,0,40,1,0,1
44803,17,108085,8,1,3,4,0,0,0,24,1,1,1
44804,23,72055,9,1,4,4,0,0,0,40,1,1,1
44805,76,82628,4,0,0,4,1,0,0,45,1,1,1
44806,41,49156,16,1,1,4,1,0,0,30,1,2,1
44807,46,187666,9,1,4,4,0,0,0,55,1,1,1
44808,49,225456,13,0,0,4,1,0,0,60,1,2,0
44809,60,286253,9,1,1,4,1,0,0,40,1,0,1
44810,65,168548,9,0,0,4,1,0,0,40,1,3,1
44811,62,190384,9,1,1,2,0,0,0,37,1,1,1
44812,46,362835,12,0,0,4,1,0,0,40,0,0,0
44813,50,243322,9,1,1,4,1,0,0,45,1,1,1
44814,39,49105,11,1,3,4,0,1,0,40,1,1,1
44815,20,72520,10,1,3,4,1,0,0,30,1,1,1
44816,38,200352,13,0,0,4,1,0,0,50,1,1,1
44817,56,146660,9,1,4,4,1,0,0,10,1,1,1
44818,30,247328,11,1,1,4,1,0,0,40,0,2,1
44819,41,304605,9,0,0,4,1,0,0,40,0,1,0
44820,29,309778,13,1,1,4,1,0,0,40,1,1,1
44821,43,248476,13,0,0,4,1,0,0,60,1,1,1
44822,28,129624,13,0,0,4,1,0,0,45,0,1,1
44823,30,97723,9,0,0,4,1,0,0,35,1,1,0
44824,19,143404,9,1,3,4,1,0,0,30,1,1,1
44825,56,127264,10,0,0,4,1,0,0,34,1,1,1
44826,28,179191,9,0,0,4,1,0,0,35,1,1,1
44827,23,230824,13,1,1,4,1,0,0,35,1,1,1
44828,34,410615,12,0,0,4,1,0,0,60,1,1,0
44829,43,224998,13,0,0,2,1,0,1,40,1,1,0
44830,60,54553,9,0,0,4,1,0,0,20,1,2,1
44831,43,225165,10,0,0,4,1,0,0,40,1,0,1
44832,60,75257,9,0,5,4,0,0,0,40,1,2,1
44833,42,33155,9,0,0,4,1,0,0,85,1,1,1
44834,32,450141,10,1,1,4,1,0,1,40,1,0,1
44835,31,441949,10,0,0,4,1,0,0,40,0,1,0
44836,25,131341,9,1,1,4,1,0,0,36,0,1,1
44837,25,227548,8,0,0,2,1,1,0,40,1,1,1
44838,41,38876,12,0,0,4,1,0,1,50,1,2,0
44839,26,143756,10,1,1,4,1,0,0,40,1,1,1
44840,45,308275,13,0,0,2,1,1,0,65,1,0,0
44841,35,173586,9,0,0,4,1,0,0,45,1,1,0
44842,21,196074,5,1,2,4,1,0,0,40,1,1,1
44843,39,178877,9,0,0,4,1,0,0,40,1,0,0
44844,22,285580,13,1,3,4,1,0,0,45,1,1,1
44845,66,219220,13,0,0,4,1,1,0,40,0,2,1
44846,32,228696,10,1,4,4,1,0,0,40,0,0,1
44847,39,185405,6,0,0,4,1,0,0,40,1,1,1
44848,41,240124,10,0,0,4,1,0,0,50,1,2,1
44849,26,96130,9,1,1,4,1,0,0,40,0,3,1
44850,31,329172,10,1,4,4,0,0,0,40,1,1,1
44851,27,147280,7,1,3,3,1,0,0,40,1,1,1
44852,34,197252,13,0,0,4,1,0,0,45,1,1,0
44853,43,118544,14,0,0,4,1,0,0,50,1,0,0
44854,56,183169,9,1,3,4,0,0,0,35,1,1,1
44855,34,205810,9,0,5,2,0,0,1,40,1,1,1
44856,23,132556,9,1,1,4,1,0,0,40,1,1,1
44857,29,438429,9,1,4,4,0,0,0,40,1,1,1
44858,34,104293,12,1,4,4,0,0,0,40,1,1,1
44859,37,506830,13,1,1,2,0,0,0,40,1,1,1
44860,42,56072,12,0,0,4,1,0,0,45,1,1,0
44861,51,164300,9,1,4,4,0,0,0,40,0,0,1
44862,34,274577,9,1,4,2,0,0,0,40,1,1,1
44863,60,36568,5,0,0,4,1,0,0,70,1,2,1
44864,41,223548,9,1,4,4,1,0,0,40,0,1,1
44865,27,478277,13,0,0,2,1,0,0,40,1,0,1
44866,46,254672,10,1,1,4,0,1,0,40,1,1,1
44867,22,171538,9,1,3,4,0,0,0,35,1,1,1
44868,17,220302,6,1,3,4,1,0,0,40,1,3,1
44869,18,87135,7,1,3,4,1,0,0,15,1,1,1
44870,46,138626,9,0,0,4,1,0,0,40,1,2,0
44871,40,179069,13,1,1,4,1,0,0,30,1,1,1
44872,24,88824,13,1,1,4,1,0,0,40,1,1,1
44873,28,159623,10,1,3,4,1,0,0,30,1,2,1
44874,67,350525,10,0,0,4,1,0,0,15,1,3,0
44875,53,276369,9,0,0,4,1,0,0,99,1,2,1
44876,25,96862,10,1,1,4,0,0,0,65,1,1,1
44877,18,245486,9,1,3,4,0,0,0,20,1,1,1
44878,64,209899,10,0,0,4,1,0,0,35,1,0,1
44879,45,306122,13,1,1,2,0,0,0,44,1,1,0
44880,32,240763,7,1,3,2,1,0,0,45,1,1,1
44881,30,323069,9,1,1,4,0,0,0,30,1,1,1
44882,35,179579,9,0,0,4,1,0,0,45,1,1,1
44883,46,162034,10,1,1,4,1,0,0,40,1,3,1
44884,19,291181,9,1,2,4,0,0,0,28,0,1,1
44885,31,356823,13,1,1,4,0,1,0,40,1,1,0
44886,39,312271,10,0,0,4,1,0,0,60,1,1,1
44887,33,182714,13,1,1,4,0,0,0,40,1,1,1
44888,25,184569,9,1,2,4,1,0,0,45,1,1,1
44889,55,129762,9,1,2,4,0,0,0,40,0,1,1
44890,23,216867,9,1,3,4,1,0,0,40,1,1,1
44891,45,155489,10,0,0,4,1,0,0,65,1,2,1
44892,42,256179,10,0,5,2,0,0,0,48,1,1,0
44893,65,51063,6,1,1,2,1,0,0,64,1,1,1
44894,37,164898,13,0,0,4,1,0,0,40,1,0,0
44895,28,202206,9,0,0,4,1,0,0,50,0,1,1
44896,48,115358,4,0,5,2,0,0,0,15,1,1,1
44897,43,343068,14,1,1,4,0,0,0,65,1,0,1
44898,44,152908,9,1,2,4,0,0,0,40,1,1,1
44899,58,217802,14,0,0,2,1,1,0,45,1,0,0
44900,70,380498,13,1,1,4,0,0,0,30,1,2,1
44901,28,257124,14,1,1,4,1,0,0,55,1,0,1
44902,46,313635,15,1,1,2,1,1,0,40,1,0,1
44903,33,168906,10,1,4,4,0,0,0,55,1,1,1
44904,35,99146,13,0,0,4,1,0,0,50,1,0,1
44905,18,190325,7,1,3,4,1,0,0,40,1,1,1
44906,29,272715,6,1,1,4,0,0,0,30,1,1,1
44907,29,118598,9,1,4,2,0,0,0,40,1,1,1
44908,59,97213,9,0,0,4,1,0,0,40,1,1,0
44909,29,39388,9,0,0,4,1,0,0,40,1,1,1
44910,22,190916,7,1,2,4,0,0,0,25,1,1,1
44911,34,61308,9,0,0,4,1,0,0,45,1,1,1
44912,30,27856,9,0,5,4,0,0,0,40,1,1,1
44913,54,151580,10,0,0,4,1,0,1,40,1,0,0
44914,38,248011,7,1,4,4,1,0,0,55,1,1,1
44915,44,188615,9,0,0,4,1,0,0,60,1,1,0
44916,30,62932,9,1,3,4,1,0,0,60,1,1,1
44917,28,32510,9,0,5,4,0,0,0,15,1,1,1
44918,60,155977,10,1,4,2,0,0,0,54,1,3,1
44919,57,250873,9,0,0,4,1,0,0,40,1,0,1
44920,38,257942,9,1,1,4,1,0,0,60,1,1,1
44921,43,334141,4,1,4,2,0,0,0,40,1,1,1
44922,22,144210,7,0,5,4,0,0,0,20,1,3,1
44923,34,87535,16,1,1,4,0,0,0,40,1,1,1
44924,46,222011,10,1,1,4,1,0,0,50,1,1,1
44925,44,33895,9,1,4,4,0,0,0,40,1,1,1
44926,23,168997,10,1,3,4,1,0,0,40,1,1,1
